location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Colombia,5/30/2020,1322,31,50882884,7.646,13254.949,1.71
Colombia,5/31/2020,1548,37,50882884,7.646,13254.949,1.71
Colombia,6/1/2020,1147,49,50882884,7.646,13254.949,1.71
Colombia,6/2/2020,1110,30,50882884,7.646,13254.949,1.71
Colombia,6/3/2020,1340,40,50882884,7.646,13254.949,1.71
Colombia,6/4/2020,1521,36,50882884,7.646,13254.949,1.71
Colombia,6/5/2020,1766,42,50882884,7.646,13254.949,1.71
Colombia,6/6/2020,1515,58,50882884,7.646,13254.949,1.71
Colombia,6/7/2020,1392,60,50882884,7.646,13254.949,1.71
Colombia,6/8/2020,1209,54,50882884,7.646,13254.949,1.71
Colombia,6/9/2020,1483,49,50882884,7.646,13254.949,1.71
Colombia,6/10/2020,1359,64,50882884,7.646,13254.949,1.71
Comoros,5/2/2020,1,0,869595,2.963,1413.89,2.2
Comoros,5/3/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/4/2020,2,0,869595,2.963,1413.89,2.2
Comoros,5/5/2020,1,1,869595,2.963,1413.89,2.2
Comoros,5/6/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/7/2020,4,0,869595,2.963,1413.89,2.2
Comoros,5/8/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/9/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/10/2020,3,0,869595,2.963,1413.89,2.2
Comoros,5/11/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/12/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/13/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/14/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/15/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/16/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/17/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/18/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/19/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/20/2020,23,0,869595,2.963,1413.89,2.2
Comoros,5/21/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/22/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/23/2020,44,0,869595,2.963,1413.89,2.2
Comoros,5/24/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/25/2020,9,0,869595,2.963,1413.89,2.2
Comoros,5/26/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/27/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/28/2020,0,1,869595,2.963,1413.89,2.2
Comoros,5/29/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/30/2020,0,0,869595,2.963,1413.89,2.2
Comoros,5/31/2020,19,0,869595,2.963,1413.89,2.2
Comoros,6/1/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/2/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/3/2020,26,0,869595,2.963,1413.89,2.2
Comoros,6/4/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/5/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/6/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/7/2020,9,0,869595,2.963,1413.89,2.2
Comoros,6/8/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/9/2020,0,0,869595,2.963,1413.89,2.2
Comoros,6/10/2020,21,0,869595,2.963,1413.89,2.2
Congo,3/16/2020,1,0,5518092,3.402,4881.406,
Congo,3/17/2020,0,0,5518092,3.402,4881.406,
Congo,3/18/2020,0,0,5518092,3.402,4881.406,
Congo,3/19/2020,2,0,5518092,3.402,4881.406,
Congo,3/20/2020,0,0,5518092,3.402,4881.406,
Congo,3/21/2020,0,0,5518092,3.402,4881.406,
Congo,3/22/2020,1,0,5518092,3.402,4881.406,
Congo,3/23/2020,0,0,5518092,3.402,4881.406,
Congo,3/24/2020,0,0,5518092,3.402,4881.406,
Congo,3/25/2020,0,0,5518092,3.402,4881.406,
Congo,3/26/2020,0,0,5518092,3.402,4881.406,
Congo,3/27/2020,0,0,5518092,3.402,4881.406,
Congo,3/28/2020,0,0,5518092,3.402,4881.406,
Congo,3/29/2020,15,0,5518092,3.402,4881.406,
Congo,3/30/2020,0,0,5518092,3.402,4881.406,
Congo,3/31/2020,0,0,5518092,3.402,4881.406,
Congo,4/1/2020,3,2,5518092,3.402,4881.406,
Congo,4/2/2020,0,0,5518092,3.402,4881.406,
Congo,4/3/2020,19,1,5518092,3.402,4881.406,
Congo,4/4/2020,0,0,5518092,3.402,4881.406,
Congo,4/5/2020,4,2,5518092,3.402,4881.406,
Congo,4/6/2020,0,0,5518092,3.402,4881.406,
Congo,4/7/2020,0,0,5518092,3.402,4881.406,
Congo,4/8/2020,0,0,5518092,3.402,4881.406,
Congo,4/9/2020,15,0,5518092,3.402,4881.406,
Congo,4/10/2020,0,0,5518092,3.402,4881.406,
Congo,4/11/2020,0,0,5518092,3.402,4881.406,
Congo,4/12/2020,0,0,5518092,3.402,4881.406,
Congo,4/13/2020,10,0,5518092,3.402,4881.406,
Congo,4/14/2020,0,0,5518092,3.402,4881.406,
Congo,4/15/2020,4,0,5518092,3.402,4881.406,
Congo,4/16/2020,43,0,5518092,3.402,4881.406,
Congo,4/17/2020,0,0,5518092,3.402,4881.406,
Congo,4/18/2020,26,1,5518092,3.402,4881.406,
Congo,4/19/2020,0,0,5518092,3.402,4881.406,
Congo,4/20/2020,17,0,5518092,3.402,4881.406,
Congo,4/21/2020,0,0,5518092,3.402,4881.406,
Congo,4/22/2020,5,0,5518092,3.402,4881.406,
Congo,4/23/2020,21,0,5518092,3.402,4881.406,
Congo,4/24/2020,0,0,5518092,3.402,4881.406,
Congo,4/25/2020,14,0,5518092,3.402,4881.406,
Congo,4/26/2020,0,2,5518092,3.402,4881.406,
Congo,4/27/2020,0,0,5518092,3.402,4881.406,
Congo,4/28/2020,7,0,5518092,3.402,4881.406,
Congo,4/29/2020,0,0,5518092,3.402,4881.406,
Congo,4/30/2020,13,1,5518092,3.402,4881.406,
Congo,5/1/2020,0,0,5518092,3.402,4881.406,
Congo,5/2/2020,9,1,5518092,3.402,4881.406,
Congo,5/3/2020,0,0,5518092,3.402,4881.406,
Congo,5/4/2020,0,0,5518092,3.402,4881.406,
Congo,5/5/2020,7,0,5518092,3.402,4881.406,
Congo,5/6/2020,0,0,5518092,3.402,4881.406,
Congo,5/7/2020,28,0,5518092,3.402,4881.406,
Congo,5/8/2020,10,0,5518092,3.402,4881.406,
Congo,5/9/2020,13,0,5518092,3.402,4881.406,
Congo,5/10/2020,0,0,5518092,3.402,4881.406,
Congo,5/11/2020,0,0,5518092,3.402,4881.406,
Congo,5/12/2020,46,1,5518092,3.402,4881.406,
Congo,5/13/2020,0,0,5518092,3.402,4881.406,
Congo,5/14/2020,8,0,5518092,3.402,4881.406,
Congo,5/15/2020,50,4,5518092,3.402,4881.406,
Congo,5/16/2020,0,0,5518092,3.402,4881.406,
Congo,5/17/2020,21,0,5518092,3.402,4881.406,
Congo,5/18/2020,0,0,5518092,3.402,4881.406,
Congo,5/19/2020,0,0,5518092,3.402,4881.406,
Congo,5/20/2020,8,0,5518092,3.402,4881.406,
Congo,5/21/2020,0,0,5518092,3.402,4881.406,
Congo,5/22/2020,49,1,5518092,3.402,4881.406,
Congo,5/23/2020,0,0,5518092,3.402,4881.406,
Congo,5/24/2020,18,0,5518092,3.402,4881.406,
Congo,5/25/2020,0,0,5518092,3.402,4881.406,
Congo,5/26/2020,44,1,5518092,3.402,4881.406,
Congo,5/27/2020,38,2,5518092,3.402,4881.406,
Congo,5/28/2020,2,0,5518092,3.402,4881.406,
Congo,5/29/2020,0,0,5518092,3.402,4881.406,
Congo,5/30/2020,16,0,5518092,3.402,4881.406,
Congo,5/31/2020,0,0,5518092,3.402,4881.406,
Congo,6/1/2020,24,1,5518092,3.402,4881.406,
Congo,6/2/2020,0,0,5518092,3.402,4881.406,
Congo,6/3/2020,0,0,5518092,3.402,4881.406,
Congo,6/4/2020,7,0,5518092,3.402,4881.406,
Congo,6/5/2020,17,0,5518092,3.402,4881.406,
Congo,6/6/2020,4,0,5518092,3.402,4881.406,
Congo,6/7/2020,44,2,5518092,3.402,4881.406,
Congo,6/8/2020,0,0,5518092,3.402,4881.406,
Congo,6/9/2020,0,0,5518092,3.402,4881.406,
Congo,6/10/2020,45,2,5518092,3.402,4881.406,
Costa Rica,3/7/2020,1,0,5094114,9.468,15524.995,1.13
Costa Rica,3/9/2020,4,0,5094114,9.468,15524.995,1.13
Costa Rica,3/10/2020,4,0,5094114,9.468,15524.995,1.13
Costa Rica,3/11/2020,4,0,5094114,9.468,15524.995,1.13
Costa Rica,3/12/2020,9,0,5094114,9.468,15524.995,1.13
Costa Rica,3/13/2020,1,0,5094114,9.468,15524.995,1.13
Costa Rica,3/14/2020,3,0,5094114,9.468,15524.995,1.13
Costa Rica,3/15/2020,1,0,5094114,9.468,15524.995,1.13
Costa Rica,3/16/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,3/17/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,3/18/2020,9,0,5094114,9.468,15524.995,1.13
Costa Rica,3/19/2020,19,1,5094114,9.468,15524.995,1.13
Costa Rica,3/20/2020,18,0,5094114,9.468,15524.995,1.13
Costa Rica,3/21/2020,26,1,5094114,9.468,15524.995,1.13
Costa Rica,3/22/2020,4,0,5094114,9.468,15524.995,1.13
Costa Rica,3/23/2020,17,0,5094114,9.468,15524.995,1.13
Costa Rica,3/24/2020,24,0,5094114,9.468,15524.995,1.13
Costa Rica,3/25/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,3/26/2020,24,0,5094114,9.468,15524.995,1.13
Costa Rica,3/27/2020,30,0,5094114,9.468,15524.995,1.13
Costa Rica,3/28/2020,32,0,5094114,9.468,15524.995,1.13
Costa Rica,3/29/2020,32,0,5094114,9.468,15524.995,1.13
Costa Rica,3/30/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,3/31/2020,16,0,5094114,9.468,15524.995,1.13
Costa Rica,4/1/2020,17,0,5094114,9.468,15524.995,1.13
Costa Rica,4/2/2020,28,0,5094114,9.468,15524.995,1.13
Costa Rica,4/3/2020,21,0,5094114,9.468,15524.995,1.13
Costa Rica,4/4/2020,20,0,5094114,9.468,15524.995,1.13
Costa Rica,4/5/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,4/6/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,4/7/2020,13,0,5094114,9.468,15524.995,1.13
Costa Rica,4/8/2020,16,0,5094114,9.468,15524.995,1.13
Costa Rica,4/9/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,4/10/2020,37,1,5094114,9.468,15524.995,1.13
Costa Rica,4/11/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,4/12/2020,19,0,5094114,9.468,15524.995,1.13
Costa Rica,4/13/2020,18,0,5094114,9.468,15524.995,1.13
Costa Rica,4/14/2020,17,0,5094114,9.468,15524.995,1.13
Costa Rica,4/15/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,4/16/2020,8,1,5094114,9.468,15524.995,1.13
Costa Rica,4/17/2020,16,0,5094114,9.468,15524.995,1.13
Costa Rica,4/18/2020,7,0,5094114,9.468,15524.995,1.13
Costa Rica,4/19/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,4/20/2020,5,0,5094114,9.468,15524.995,1.13
Costa Rica,4/21/2020,2,2,5094114,9.468,15524.995,1.13
Costa Rica,4/22/2020,7,0,5094114,9.468,15524.995,1.13
Costa Rica,4/23/2020,12,0,5094114,9.468,15524.995,1.13
Costa Rica,4/24/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,4/25/2020,0,0,5094114,9.468,15524.995,1.13
Costa Rica,4/26/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,4/27/2020,2,0,5094114,9.468,15524.995,1.13
Costa Rica,4/28/2020,2,0,5094114,9.468,15524.995,1.13
Costa Rica,4/29/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,4/30/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,5/1/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,5/2/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,5/3/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,5/4/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,5/5/2020,3,0,5094114,9.468,15524.995,1.13
Costa Rica,5/6/2020,13,0,5094114,9.468,15524.995,1.13
Costa Rica,5/7/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,5/8/2020,4,0,5094114,9.468,15524.995,1.13
Costa Rica,5/9/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,5/10/2020,7,0,5094114,9.468,15524.995,1.13
Costa Rica,5/11/2020,12,0,5094114,9.468,15524.995,1.13
Costa Rica,5/12/2020,9,1,5094114,9.468,15524.995,1.13
Costa Rica,5/13/2020,3,0,5094114,9.468,15524.995,1.13
Costa Rica,5/14/2020,11,0,5094114,9.468,15524.995,1.13
Costa Rica,5/15/2020,15,1,5094114,9.468,15524.995,1.13
Costa Rica,5/16/2020,13,0,5094114,9.468,15524.995,1.13
Costa Rica,5/17/2020,10,2,5094114,9.468,15524.995,1.13
Costa Rica,5/18/2020,10,0,5094114,9.468,15524.995,1.13
Costa Rica,5/19/2020,3,0,5094114,9.468,15524.995,1.13
Costa Rica,5/20/2020,16,0,5094114,9.468,15524.995,1.13
Costa Rica,5/21/2020,15,0,5094114,9.468,15524.995,1.13
Costa Rica,5/22/2020,6,0,5094114,9.468,15524.995,1.13
Costa Rica,5/23/2020,8,0,5094114,9.468,15524.995,1.13
Costa Rica,5/24/2020,7,0,5094114,9.468,15524.995,1.13
Costa Rica,5/25/2020,12,0,5094114,9.468,15524.995,1.13
Costa Rica,5/26/2020,21,0,5094114,9.468,15524.995,1.13
Costa Rica,5/27/2020,5,0,5094114,9.468,15524.995,1.13
Costa Rica,5/28/2020,28,0,5094114,9.468,15524.995,1.13
Costa Rica,5/29/2020,16,0,5094114,9.468,15524.995,1.13
Costa Rica,5/30/2020,22,0,5094114,9.468,15524.995,1.13
Costa Rica,5/31/2020,25,0,5094114,9.468,15524.995,1.13
Costa Rica,6/1/2020,9,0,5094114,9.468,15524.995,1.13
Costa Rica,6/2/2020,28,0,5094114,9.468,15524.995,1.13
Costa Rica,6/3/2020,21,0,5094114,9.468,15524.995,1.13
Costa Rica,6/4/2020,52,0,5094114,9.468,15524.995,1.13
Costa Rica,6/5/2020,37,0,5094114,9.468,15524.995,1.13
Costa Rica,6/6/2020,34,0,5094114,9.468,15524.995,1.13
Costa Rica,6/7/2020,35,0,5094114,9.468,15524.995,1.13
Costa Rica,6/8/2020,55,0,5094114,9.468,15524.995,1.13
Costa Rica,6/9/2020,24,0,5094114,9.468,15524.995,1.13
Costa Rica,6/10/2020,33,1,5094114,9.468,15524.995,1.13
Cote d'Ivoire,3/12/2020,1,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/15/2020,3,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/16/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/17/2020,1,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/18/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/19/2020,1,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/20/2020,3,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/21/2020,5,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/22/2020,3,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/23/2020,8,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/24/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/25/2020,48,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/26/2020,7,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/27/2020,16,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/28/2020,5,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/29/2020,39,0,26378275,2.933,3601.006,
Cote d'Ivoire,3/30/2020,25,1,26378275,2.933,3601.006,
Cote d'Ivoire,3/31/2020,3,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/1/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/2/2020,22,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/3/2020,4,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/4/2020,24,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/5/2020,27,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/6/2020,16,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/7/2020,62,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/8/2020,26,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/9/2020,35,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/10/2020,60,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/11/2020,36,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/12/2020,53,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/13/2020,41,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/14/2020,52,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/15/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/16/2020,28,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/17/2020,34,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/18/2020,54,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/19/2020,59,2,26378275,2.933,3601.006,
Cote d'Ivoire,4/20/2020,46,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/21/2020,32,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/22/2020,37,3,26378275,2.933,3601.006,
Cote d'Ivoire,4/23/2020,36,1,26378275,2.933,3601.006,
Cote d'Ivoire,4/24/2020,52,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/25/2020,73,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/26/2020,34,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/27/2020,39,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/28/2020,14,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/29/2020,19,0,26378275,2.933,3601.006,
Cote d'Ivoire,4/30/2020,55,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/1/2020,37,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/2/2020,58,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/3/2020,29,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/4/2020,36,2,26378275,2.933,3601.006,
Cote d'Ivoire,5/5/2020,34,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/6/2020,32,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/7/2020,52,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/8/2020,55,2,26378275,2.933,3601.006,
Cote d'Ivoire,5/9/2020,31,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/10/2020,65,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/11/2020,33,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/12/2020,30,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/13/2020,127,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/14/2020,55,3,26378275,2.933,3601.006,
Cote d'Ivoire,5/15/2020,59,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/16/2020,46,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/17/2020,44,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/18/2020,48,2,26378275,2.933,3601.006,
Cote d'Ivoire,5/19/2020,10,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/20/2020,34,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/21/2020,78,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/22/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/23/2020,70,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/24/2020,65,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/25/2020,10,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/26/2020,47,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/27/2020,54,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/28/2020,79,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/29/2020,85,1,26378275,2.933,3601.006,
Cote d'Ivoire,5/30/2020,109,0,26378275,2.933,3601.006,
Cote d'Ivoire,5/31/2020,49,1,26378275,2.933,3601.006,
Cote d'Ivoire,6/1/2020,34,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/2/2020,118,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/3/2020,73,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/4/2020,0,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/5/2020,238,2,26378275,2.933,3601.006,
Cote d'Ivoire,6/6/2020,169,1,26378275,2.933,3601.006,
Cote d'Ivoire,6/7/2020,126,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/8/2020,182,0,26378275,2.933,3601.006,
Cote d'Ivoire,6/9/2020,142,2,26378275,2.933,3601.006,
Cote d'Ivoire,6/10/2020,114,0,26378275,2.933,3601.006,
Croatia,12/31/2019,0,0,4105268,19.724,22669.797,5.54
Croatia,1/1/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/2/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/3/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/4/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/5/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/6/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/7/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/8/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/9/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/10/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/11/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/12/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/13/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/14/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/15/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/16/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/17/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/18/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/19/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/20/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/21/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/22/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/23/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/24/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/25/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/26/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/27/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/28/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/29/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/30/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,1/31/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/1/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/2/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/3/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/4/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/5/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/6/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/7/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/8/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/9/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/10/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/11/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/12/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/13/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/14/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/15/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/16/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/17/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/18/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/19/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/20/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/21/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/22/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/23/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/24/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/25/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,2/26/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,2/27/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,2/28/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,2/29/2020,2,0,4105268,19.724,22669.797,5.54
Croatia,3/1/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,3/2/2020,2,0,4105268,19.724,22669.797,5.54
Croatia,3/3/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/4/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/5/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,3/6/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/7/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/8/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/9/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,3/10/2020,0,0,4105268,19.724,22669.797,5.54
Croatia,3/11/2020,1,0,4105268,19.724,22669.797,5.54
Croatia,3/12/2020,3,0,4105268,19.724,22669.797,5.54
Croatia,3/13/2020,9,0,4105268,19.724,22669.797,5.54
Croatia,3/14/2020,6,0,4105268,19.724,22669.797,5.54
Croatia,3/15/2020,6,0,4105268,19.724,22669.797,5.54
Croatia,3/16/2020,11,0,4105268,19.724,22669.797,5.54
Croatia,3/17/2020,8,0,4105268,19.724,22669.797,5.54
Croatia,3/18/2020,13,0,4105268,19.724,22669.797,5.54
Croatia,3/19/2020,12,0,4105268,19.724,22669.797,5.54
Croatia,3/20/2020,23,0,4105268,19.724,22669.797,5.54
Croatia,3/21/2020,22,0,4105268,19.724,22669.797,5.54
Croatia,3/22/2020,80,0,4105268,19.724,22669.797,5.54
Croatia,3/23/2020,29,0,4105268,19.724,22669.797,5.54
Croatia,3/24/2020,71,0,4105268,19.724,22669.797,5.54
Croatia,3/25/2020,76,1,4105268,19.724,22669.797,5.54
Croatia,3/26/2020,36,0,4105268,19.724,22669.797,5.54
Croatia,3/27/2020,77,1,4105268,19.724,22669.797,5.54
Croatia,3/28/2020,91,1,4105268,19.724,22669.797,5.54
Croatia,3/29/2020,71,2,4105268,19.724,22669.797,5.54
Croatia,3/30/2020,56,1,4105268,19.724,22669.797,5.54
Croatia,3/31/2020,77,0,4105268,19.724,22669.797,5.54
Croatia,4/1/2020,77,0,4105268,19.724,22669.797,5.54
Croatia,4/2/2020,96,0,4105268,19.724,22669.797,5.54
Croatia,4/3/2020,48,1,4105268,19.724,22669.797,5.54
Croatia,4/4/2020,68,1,4105268,19.724,22669.797,5.54
Croatia,4/5/2020,47,4,4105268,19.724,22669.797,5.54
